objectid,parentid,title,date,description,subject,location,creator,latitude,longitude,source,digital_collection,identifier,language,rights,rightsstatement,format_original,type,format,filename,display_template,object_location,image_small,image_thumb
cities846,,"View of Troy, Idaho in winter.",1888,,aerial views; towns; snow,Troy,,46.731572,-116.762808,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-077-01b,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,8.5x8.5 black and white print,Image;StillImage,image/jpeg,cities846.jpg,image,/objects/cities846.jpg,/objects/small/cities846_sm.jpg,/objects/thumbs/cities846_th.jpg
cities850,,"Deary, Idaho.",1906-06-23,,panoramas; towns; mountains,Deary,,46.802303,-116.560982,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-078-1,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,cities850.jpg,image,/objects/cities850.jpg,/objects/small/cities850_sm.jpg,/objects/thumbs/cities850_th.jpg
cities851,,"Couple seated on horse-drawn sleigh. Wallace, Idaho?",1895,,horse-drawn vehicles,Wallace,,47.471774,-115.929011,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-079-10a,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,cities851.jpg,image,/objects/cities851.jpg,/objects/small/cities851_sm.jpg,/objects/thumbs/cities851_th.jpg
cities868,,"Wallace National Bank. Wallace, Idaho.",1912-08-19,"Doctor C.R. Mowery and H.C. Mowery and dental offices upstairs. Also based in building are the Kozy Korner Rooms, Wallace Drug Co., Solberg's Men's Furnishings, and Gibb Jewelry store.",main streets; banks,Wallace,,47.472294,-115.924142,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-079-3c,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,6.5x8.5 black and white print,Image;StillImage,image/jpeg,cities868.jpg,image,/objects/cities868.jpg,/objects/small/cities868_sm.jpg,/objects/thumbs/cities868_th.jpg
cities869,,"Old Court Building. Wallace, Idaho.",1913,"Shows the Murphy Lucas Clothing Co., old court rooms, Otto Huelleman Tailor shop, and North Idaho Telephone Co.",courthouses,Wallace,,47.471619,-115.922378,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-079-3d,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,6.5x8.5 black and white print,Image;StillImage,image/jpeg,cities869.jpg,image,/objects/cities869.jpg,/objects/small/cities869_sm.jpg,/objects/thumbs/cities869_th.jpg
cities870,,"Portion of Bank Street. Wallace, Idaho.",1910,First National Bank in foreground,main streets; central business districts,Wallace,,47.471596,-115.923898,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-079-3e,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,4.75x6.5 black and white print,Image;StillImage,image/jpeg,cities870.jpg,image,/objects/cities870.jpg,/objects/small/cities870_sm.jpg,/objects/thumbs/cities870_th.jpg
cities872,,"Interior of showroom. C.E. Haines Ford Garage. Wallace, Idaho.",1920,,interiors; automobile showrooms,Wallace,,47.471615,-115.923883,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-079-3f,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,cities872.jpg,image,/objects/cities872.jpg,/objects/small/cities872_sm.jpg,/objects/thumbs/cities872_th.jpg
cities875,,"Interior of Barnard Studio. Wallace, Idaho.",1905,,interiors; photography studios (organizations),Wallace,,47.472011,-115.923911,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-079-3i,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,cities875.jpg,image,/objects/cities875.jpg,/objects/small/cities875_sm.jpg,/objects/thumbs/cities875_th.jpg
cities876,,"6th Street, looking south. Wallace, Idaho.",1890,"Buildings identified: Northern Pacific Depot, Grand Central Hotel, Carter Hotel, Hanley's Hotel, Arments Hotel, Bank and I.M.",panoramas; railroad stations; mountains,Wallace,,47.473877,-115.924033,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-079-4a,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,4.5x7 black and white print,Image;StillImage,image/jpeg,cities876.jpg,image,/objects/cities876.jpg,/objects/small/cities876_sm.jpg,/objects/thumbs/cities876_th.jpg
cities877,,"View of 6th Street, looking north after 4th of July horse race. Wallace, Idaho.",1890,"Locations identified: Bank corner, J.M.H. Building, Hanley's Hotel, Arment's Hotel, Liberty Pole, electric light, telephone, Northern Pacific Depot",main streets; parades,Wallace,,47.471136,-115.923754,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-079-4b,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,4.25x7.25 black and white print,Image;StillImage,image/jpeg,cities877.jpg,image,/objects/cities877.jpg,/objects/small/cities877_sm.jpg,/objects/thumbs/cities877_th.jpg
cities880,,"Idaho Bean Co. and elevator. Troy, Idaho.",1920,,grain elevators,Troy,,46.731989,-116.764745,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-077-02,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,6.5x8.5 black and white print,Image;StillImage,image/jpeg,cities880.jpg,image,/objects/cities880.jpg,/objects/small/cities880_sm.jpg,/objects/thumbs/cities880_th.jpg
cities882,,"Panoramic view from the west of Wallace, Idaho.",1904,,aerial views; towns; mountains,Wallace,,47.468275,-115.928357,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-079-4e,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,cities882.jpg,image,/objects/cities882.jpg,/objects/small/cities882_sm.jpg,/objects/thumbs/cities882_th.jpg
cities886,,"View of Wallace, Idaho with the Oregon Railroad and Navigation Company Depot and tracks in the foreground.",1890,,panoramas; railroad stations; mountains,Wallace,,47.474733,-115.926007,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-079-4j,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,cities886.jpg,image,/objects/cities886.jpg,/objects/small/cities886_sm.jpg,/objects/thumbs/cities886_th.jpg
cities888,,"Looking southeast from Northern Pacific Depot at part of Wallace, Idaho burnt from the fire.",1890-07-01,Taken 12 hours after the fire,panoramas; fires,Wallace,,47.474312,-115.925363,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-079-5a,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,4.5x7.5 black and white print,Image;StillImage,image/jpeg,cities888.jpg,image,/objects/cities888.jpg,/objects/small/cities888_sm.jpg,/objects/thumbs/cities888_th.jpg
cities891,,"View of Wallace, Idaho 24 hours after devastated by fire.",1890-07-28,Shows temporary construction,panoramas; fires,Wallace,,47.470831,-115.919205,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-079-5b,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,4.5x7.5 black and white print,Image;StillImage,image/jpeg,cities891.jpg,image,/objects/cities891.jpg,/objects/small/cities891_sm.jpg,/objects/thumbs/cities891_th.jpg
cities892,,"Room in F.F. Johnson home decorated for the reception of President Theodore Roosevelt. Wallace, Idaho.",1903-06-22,,interiors; houses,Wallace,,47.472354,-115.930728,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-079-6,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,5x6.25 black and white print,Image;StillImage,image/jpeg,cities892.jpg,image,/objects/cities892.jpg,/objects/small/cities892_sm.jpg,/objects/thumbs/cities892_th.jpg
cities893,,"View of 4th of July parade looking north on 7th Street toward fire station. Wallace, Idaho.",1892,,parades; main streets; bands (ensembles),Wallace,,47.471151,-115.922338,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-079-7a,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,cities893.jpg,image,/objects/cities893.jpg,/objects/small/cities893_sm.jpg,/objects/thumbs/cities893_th.jpg
cities897,,"Horse-drawn delivery wagons of George K. Garrett Transfer and Coal beside the White & Bender Co.'s Warehouse. Wallace, Idaho.",1889,,warehouses; horse-drawn vehicles,Wallace,,47.471511,-115.922311,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-079-9a,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,cities897.jpg,image,/objects/cities897.jpg,/objects/small/cities897_sm.jpg,/objects/thumbs/cities897_th.jpg
cities916,,"Distant view of Pierce, Idaho.",1903,,panoramas; towns,Pierce,,46.49164,-115.79946,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-085-2,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,cities916.jpg,image,/objects/cities916.jpg,/objects/small/cities916_sm.jpg,/objects/thumbs/cities916_th.jpg
cities917,,"Panoramic view of Pierce, Idaho.",1893,,panoramas; towns,Pierce,,46.49164,-115.79946,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-085-2b,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,cities917.jpg,image,/objects/cities917.jpg,/objects/small/cities917_sm.jpg,/objects/thumbs/cities917_th.jpg
cities918,,"Distant view of Pierce, Idaho.",1893,,panoramas; towns,Pierce,,46.49164,-115.79946,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-085-2c,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,cities918.jpg,image,/objects/cities918.jpg,/objects/small/cities918_sm.jpg,/objects/thumbs/cities918_th.jpg
cities919,,"Troy Garage. Troy, Idaho.",1918,"L-R: Bob Bell, Sam Lewis, Bookie Nelson, Shorty Mikelbust, ?, Stuffy Harris (by gas barrel)",service stations,Troy,,46.734631,-116.76725,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-077-04a,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,cities919.jpg,image,/objects/cities919.jpg,/objects/small/cities919_sm.jpg,/objects/thumbs/cities919_th.jpg
cities920,,"Street scene. Pierce, Idaho.",1897,Original negative at Washington State University,main streets; houses,Pierce,,46.489239,-115.799632,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-085-3a,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,cities920.jpg,image,/objects/cities920.jpg,/objects/small/cities920_sm.jpg,/objects/thumbs/cities920_th.jpg
cities927,,"L.H. Hatch house. Franklin, Idaho.",1886,First house built in Idaho?,houses,Franklin,,42.015053,-111.804321,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-088-1,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,cities927.jpg,image,/objects/cities927.jpg,/objects/small/cities927_sm.jpg,/objects/thumbs/cities927_th.jpg
cities930,,"Russell, Idaho.",1901,,panoramas; towns,Russell,,48.512711,-116.930013,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-090-1,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,cities930.jpg,image,/objects/cities930.jpg,/objects/small/cities930_sm.jpg,/objects/thumbs/cities930_th.jpg
cities931,,"Ramey's Mill on Murphy Place. Russell, Idaho.",1901,,sawmills; animals,Russell,,48.512711,-116.930013,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-090-3,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,cities931.jpg,image,/objects/cities931.jpg,/objects/small/cities931_sm.jpg,/objects/thumbs/cities931_th.jpg
cities932,,"View of Greer, Idaho from Greer Grade.",1901,,panoramas; mountains; rivers houses,Greer,,46.389649,-116.175249,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-091-1,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,cities932.jpg,image,/objects/cities932.jpg,/objects/small/cities932_sm.jpg,/objects/thumbs/cities932_th.jpg
cities933,,"Interior of butcher shop showing Alfred and Art Flint. Range Market. Troy, Idaho.",1914,,interiors; butcher shops,Troy,,46.735373,-116.768323,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-077-04b,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,cities933.jpg,image,/objects/cities933.jpg,/objects/small/cities933_sm.jpg,/objects/thumbs/cities933_th.jpg
cities935,,Wagon pulled by team and men on porch in front of Erb Brothers General Store.,1901,,wagons; general stores,Greer,,46.389649,-116.175249,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-091-2,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,cities935.jpg,image,/objects/cities935.jpg,/objects/small/cities935_sm.jpg,/objects/thumbs/cities935_th.jpg
cities936,,"Erickson's Mill. Reubens, Idaho.",1902,,sawmills; animals,Reubens,,46.32529,-116.535587,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-092-1,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,cities936.jpg,image,/objects/cities936.jpg,/objects/small/cities936_sm.jpg,/objects/thumbs/cities936_th.jpg
cities937,,"Greer Ferry run by Jack Greer. Greer, Idaho.",1901,,ferries,Greer,,46.389753,-116.176161,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-091-3,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,cities937.jpg,image,/objects/cities937.jpg,/objects/small/cities937_sm.jpg,/objects/thumbs/cities937_th.jpg
cities938,,"Group gathered in front of Westlake Hotel for camp meeting. Westlake, Idaho.",1902,,hotels (public accommodations),Westlake,,46.122432,-116.508202,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-093-1,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,cities938.jpg,image,/objects/cities938.jpg,/objects/small/cities938_sm.jpg,/objects/thumbs/cities938_th.jpg
cities939,,Group gathered for baptizing in Lawyer's Canyon.,1902,,baptizing,Lawyer's Canyon,,46.188558,-116.396155,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-093-2,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,cities939.jpg,image,/objects/cities939.jpg,/objects/small/cities939_sm.jpg,/objects/thumbs/cities939_th.jpg
cities941,,"Sunday school picnic. Westlake, Idaho.",1901,,picnic areas,Westlake,,46.122432,-116.508202,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-093-3,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,cities941.jpg,image,/objects/cities941.jpg,/objects/small/cities941_sm.jpg,/objects/thumbs/cities941_th.jpg
cities946,,"Armistice Day Parade. Troy, Idaho.",1918,"Man holding U.S. flag is Mr. Weaver, a Civil War veteran",main streets; parades; seamen; soldiers,Troy,,46.734278,-116.766617,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-077-05a,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,cities946.jpg,image,/objects/cities946.jpg,/objects/small/cities946_sm.jpg,/objects/thumbs/cities946_th.jpg
cities947,,"Portion of Juliaetta, Idaho showing brewery site.",1906,,panoramas; towns,Juliaetta,,46.578073,-116.713697,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-095-2,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,cities947.jpg,image,/objects/cities947.jpg,/objects/small/cities947_sm.jpg,/objects/thumbs/cities947_th.jpg
cities948,,"Panoramic view of Juliaetta, Idaho.",1894,,panoramas,Juliaetta,,46.578073,-116.713697,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-095-3,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,4.5x7.5 black and white print,Image;StillImage,image/jpeg,cities948.jpg,image,/objects/cities948.jpg,/objects/small/cities948_sm.jpg,/objects/thumbs/cities948_th.jpg
